# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-07-01T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 54.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2018-09-16T02:15:00.0/2018-09-16T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T02:30:00.0/2018-09-16T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T02:45:00.0/2018-09-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T03:00:00.0/2018-09-16T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T03:15:00.0/2018-09-16T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T03:30:00.0/2018-09-16T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T03:45:00.0/2018-09-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T04:00:00.0/2018-09-16T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T04:15:00.0/2018-09-16T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T04:30:00.0/2018-09-16T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T04:45:00.0/2018-09-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T05:00:00.0/2018-09-16T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T05:15:00.0/2018-09-16T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T05:30:00.0/2018-09-16T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T05:45:00.0/2018-09-16T06:00:00.0;2.6602;0.4691;0.0002;0.4689;0.0045;0.0615;0.0000;0.0615;0.0000;0.7333
2018-09-16T06:00:00.0/2018-09-16T06:15:00.0;18.5408;4.0352;0.0801;3.9551;1.2481;0.5301;0.0000;0.5301;0.0000;0.5000
2018-09-16T06:15:00.0/2018-09-16T06:30:00.0;36.1563;9.4551;0.5092;8.9459;4.5842;1.2424;0.0000;1.2424;0.0000;0.6333
2018-09-16T06:30:00.0/2018-09-16T06:45:00.0;53.6588;16.2788;1.4807;14.7981;9.1589;2.6677;0.0252;2.6425;0.1396;1.0000
2018-09-16T06:45:00.0/2018-09-16T07:00:00.0;70.9734;24.4124;3.1498;21.2626;14.8297;12.2381;0.4047;11.8335;1.9403;1.0000
2018-09-16T07:00:00.0/2018-09-16T07:15:00.0;88.0259;33.7294;5.6224;28.1070;21.4105;3.2439;0.0026;3.2413;0.0110;1.0000
2018-09-16T07:15:00.0/2018-09-16T07:30:00.0;104.7432;44.0436;8.9425;35.1010;28.6688;3.8865;0.0000;3.8865;0.0000;1.0000
2018-09-16T07:30:00.0/2018-09-16T07:45:00.0;121.0534;55.1206;13.0896;42.0310;36.3491;4.5898;0.0000;4.5898;0.0000;1.0000
2018-09-16T07:45:00.0/2018-09-16T08:00:00.0;136.8869;66.6582;17.9508;48.7074;44.1128;6.4590;0.0000;6.4590;0.0000;1.0000
2018-09-16T08:00:00.0/2018-09-16T08:15:00.0;152.1757;78.5473;23.7643;54.7830;52.5489;8.1539;0.0000;8.1539;0.0000;1.0000
2018-09-16T08:15:00.0/2018-09-16T08:30:00.0;166.8543;90.5278;30.3146;60.2132;61.1591;10.5937;0.0000;10.5937;0.0000;1.0000
2018-09-16T08:30:00.0/2018-09-16T08:45:00.0;180.8597;102.3594;37.3108;65.0486;69.4631;18.2301;0.0018;18.2283;0.0033;1.0000
2018-09-16T08:45:00.0/2018-09-16T09:00:00.0;194.1319;113.8813;44.6008;69.2805;77.3732;10.5560;0.0004;10.5556;0.0007;1.0000
2018-09-16T09:00:00.0/2018-09-16T09:15:00.0;206.6139;124.9588;52.0406;72.9182;84.8379;21.5837;0.0018;21.5819;0.0029;1.0000
2018-09-16T09:15:00.0/2018-09-16T09:30:00.0;218.2523;135.4788;59.4969;75.9820;91.8309;33.0971;0.0087;33.0884;0.0133;1.0000
2018-09-16T09:30:00.0/2018-09-16T09:45:00.0;228.9971;145.3461;66.8470;78.4991;98.3425;36.6317;0.0162;36.6155;0.0240;1.0000
2018-09-16T09:45:00.0/2018-09-16T10:00:00.0;238.8022;154.4803;73.9796;80.5007;104.3737;25.5269;0.0016;25.5253;0.0023;1.0000
2018-09-16T10:00:00.0/2018-09-16T10:15:00.0;247.6255;162.8139;80.7942;82.0198;109.9321;23.5957;0.0003;23.5954;0.0005;1.0000
2018-09-16T10:15:00.0/2018-09-16T10:30:00.0;255.4292;170.2906;87.2006;83.0900;115.0289;20.0355;0.0000;20.0355;0.0000;0.6667
2018-09-16T10:30:00.0/2018-09-16T10:45:00.0;262.1798;176.8351;93.0316;83.8035;119.5660;33.7416;0.0175;33.7241;0.0223;1.0000
2018-09-16T10:45:00.0/2018-09-16T11:00:00.0;267.8482;182.1264;97.3267;84.7997;122.4440;52.1762;0.1491;52.0271;0.1876;1.0000
2018-09-16T11:00:00.0/2018-09-16T11:15:00.0;272.4102;186.3597;100.6923;85.6674;124.5589;47.6770;0.0537;47.6233;0.0666;1.0000
2018-09-16T11:15:00.0/2018-09-16T11:30:00.0;275.8461;189.5987;103.3573;86.2414;126.2649;39.2286;0.0067;39.2219;0.0082;1.0000
2018-09-16T11:30:00.0/2018-09-16T11:45:00.0;278.1411;191.8258;105.2942;86.5316;127.5712;40.6892;0.0112;40.6780;0.0136;1.0000
2018-09-16T11:45:00.0/2018-09-16T12:00:00.0;279.2852;193.0292;106.4829;86.5463;128.4841;27.4626;0.0021;27.4605;0.0025;1.0000
2018-09-16T12:00:00.0/2018-09-16T12:15:00.0;279.2736;193.2029;106.9109;86.2920;129.0069;25.1405;0.0167;25.1238;0.0202;1.0000
2018-09-16T12:15:00.0/2018-09-16T12:30:00.0;278.1062;192.3469;106.5734;85.7735;129.1400;52.2414;0.2053;52.0361;0.2487;1.0000
2018-09-16T12:30:00.0/2018-09-16T12:45:00.0;275.7879;190.4663;105.4726;84.9938;128.8807;32.7055;0.0249;32.6805;0.0304;1.0000
2018-09-16T12:45:00.0/2018-09-16T13:00:00.0;272.3285;187.5723;103.6182;83.9541;128.2232;41.4904;0.0213;41.4691;0.0265;1.0000
2018-09-16T13:00:00.0/2018-09-16T13:15:00.0;267.7429;183.6814;101.0275;82.6539;127.1581;45.7420;0.0398;45.7022;0.0501;1.0000
2018-09-16T13:15:00.0/2018-09-16T13:30:00.0;262.0504;178.8162;97.7250;81.0912;125.6726;49.6109;0.1138;49.4972;0.1462;1.0000
2018-09-16T13:30:00.0/2018-09-16T13:45:00.0;255.2755;173.0015;93.7399;79.2616;123.7459;29.0135;0.0113;29.0022;0.0148;1.0000
2018-09-16T13:45:00.0/2018-09-16T14:00:00.0;247.4471;166.2344;89.0807;77.1537;121.3137;24.7088;0.0001;24.7087;0.0001;1.0000
2018-09-16T14:00:00.0/2018-09-16T14:15:00.0;238.5986;158.5861;83.8229;74.7631;118.3844;16.9247;0.0049;16.9198;0.0070;1.0000
2018-09-16T14:15:00.0/2018-09-16T14:30:00.0;228.7679;150.1174;78.0345;72.0830;114.9419;33.8010;0.0545;33.7465;0.0801;1.0000
2018-09-16T14:30:00.0/2018-09-16T14:45:00.0;217.9970;140.8857;71.7823;69.1034;110.9523;14.2091;0.0003;14.2088;0.0005;1.0000
2018-09-16T14:45:00.0/2018-09-16T15:00:00.0;206.3319;130.9566;65.1428;65.8138;106.3766;15.7956;0.0000;15.7956;0.0000;1.0000
2018-09-16T15:00:00.0/2018-09-16T15:15:00.0;193.8226;120.4063;58.2032;62.2031;101.1711;17.9550;0.0029;17.9521;0.0052;1.0000
2018-09-16T15:15:00.0/2018-09-16T15:30:00.0;180.5224;109.3227;51.0621;58.2606;95.2874;26.3916;0.0311;26.3604;0.0578;1.0000
2018-09-16T15:30:00.0/2018-09-16T15:45:00.0;166.4884;97.8078;43.8308;53.9770;88.6745;38.3173;2.5500;35.7673;5.2262;1.0000
2018-09-16T15:45:00.0/2018-09-16T16:00:00.0;151.7805;85.9835;36.6385;49.3451;81.2886;25.1307;0.5310;24.5996;1.1386;1.0000
2018-09-16T16:00:00.0/2018-09-16T16:15:00.0;136.4617;73.9952;29.6317;44.3635;73.0990;10.6708;0.0000;10.6708;0.0001;1.0000
2018-09-16T16:15:00.0/2018-09-16T16:30:00.0;120.5974;62.0119;22.9644;39.0475;64.0708;6.0552;0.0000;6.0552;0.0000;1.0000
2018-09-16T16:30:00.0/2018-09-16T16:45:00.0;104.2556;50.2386;16.8148;33.4238;54.2205;21.5837;0.9750;20.6087;3.2281;1.0000
2018-09-16T16:45:00.0/2018-09-16T17:00:00.0;87.5062;38.8949;11.3574;27.5375;43.5659;27.9782;2.6222;25.3560;10.5239;1.0000
2018-09-16T17:00:00.0/2018-09-16T17:15:00.0;70.4209;28.3132;6.8392;21.4740;32.5057;27.1788;5.9366;21.2422;28.2481;1.0000
2018-09-16T17:15:00.0/2018-09-16T17:30:00.0;53.0726;18.8279;3.4441;15.3838;21.5806;12.1050;0.7730;11.3320;4.4922;1.0000
2018-09-16T17:30:00.0/2018-09-16T17:45:00.0;35.5358;10.7673;1.2635;9.5038;11.6075;5.1921;0.0175;5.1746;0.1758;1.0000
2018-09-16T17:45:00.0/2018-09-16T18:00:00.0;17.8853;4.4383;0.2302;4.2081;3.8233;3.5977;0.0065;3.5912;0.1087;0.5333
2018-09-16T18:00:00.0/2018-09-16T18:15:00.0;2.2810;0.4556;0.0035;0.4521;0.1041;0.3698;0.0001;0.3697;0.0030;0.7667
2018-09-16T18:15:00.0/2018-09-16T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T18:30:00.0/2018-09-16T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T18:45:00.0/2018-09-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T19:00:00.0/2018-09-16T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T19:15:00.0/2018-09-16T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T19:30:00.0/2018-09-16T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T19:45:00.0/2018-09-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T20:00:00.0/2018-09-16T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T20:15:00.0/2018-09-16T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T20:30:00.0/2018-09-16T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T20:45:00.0/2018-09-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T21:00:00.0/2018-09-16T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T21:15:00.0/2018-09-16T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T21:30:00.0/2018-09-16T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T21:45:00.0/2018-09-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T22:00:00.0/2018-09-16T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T22:15:00.0/2018-09-16T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T22:30:00.0/2018-09-16T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T22:45:00.0/2018-09-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T23:00:00.0/2018-09-16T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T23:15:00.0/2018-09-16T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T23:30:00.0/2018-09-16T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-16T23:45:00.0/2018-09-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T00:00:00.0/2018-09-17T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T00:15:00.0/2018-09-17T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T00:30:00.0/2018-09-17T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T00:45:00.0/2018-09-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T01:00:00.0/2018-09-17T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T01:15:00.0/2018-09-17T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T01:30:00.0/2018-09-17T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T01:45:00.0/2018-09-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T02:00:00.0/2018-09-17T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T02:15:00.0/2018-09-17T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T02:30:00.0/2018-09-17T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T02:45:00.0/2018-09-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T03:00:00.0/2018-09-17T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T03:15:00.0/2018-09-17T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T03:30:00.0/2018-09-17T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T03:45:00.0/2018-09-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T04:00:00.0/2018-09-17T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T04:15:00.0/2018-09-17T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T04:30:00.0/2018-09-17T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T04:45:00.0/2018-09-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T05:00:00.0/2018-09-17T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T05:15:00.0/2018-09-17T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T05:30:00.0/2018-09-17T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-09-17T05:45:00.0/2018-09-17T06:00:00.0;1.9500;0.3923;0.0032;0.3891;0.0595;0.3915;0.0032;0.3883;0.0594;0.7667
2018-09-17T06:00:00.0/2018-09-17T06:15:00.0;17.2008;4.3049;0.2238;4.0811;3.8309;4.3025;0.2236;4.0789;3.8280;0.5000
2018-09-17T06:15:00.0/2018-09-17T06:30:00.0;34.8312;10.7138;1.3099;9.4039;12.2532;10.7105;1.3092;9.4014;12.2486;0.6333
2018-09-17T06:30:00.0/2018-09-17T06:45:00.0;52.3485;18.9846;3.7030;15.2816;23.5122;13.8992;1.4630;12.4362;9.8916;1.0000
2018-09-17T06:45:00.0/2018-09-17T07:00:00.0;69.6778;28.7841;7.5054;21.2787;36.0515;24.5859;4.6033;19.9827;22.3847;1.0000
2018-09-17T07:00:00.0/2018-09-17T07:15:00.0;86.7446;39.7380;12.6143;27.1237;48.8202;14.0667;0.3226;13.7441;1.3247;1.0000
2018-09-17T07:15:00.0/2018-09-17T07:30:00.0;103.4759;51.4842;18.8269;32.6574;61.1800;4.9566;0.0000;4.9566;0.0000;1.0000
2018-09-17T07:30:00.0/2018-09-17T07:45:00.0;119.7999;63.6990;25.9047;37.7944;72.7755;26.1612;1.8259;24.3353;5.0283;1.0000
2018-09-17T07:45:00.0/2018-09-17T08:00:00.0;135.6467;76.0810;33.5859;42.4951;83.3785;13.9016;0.5080;13.3936;1.3171;1.0000
2018-09-17T08:00:00.0/2018-09-17T08:15:00.0;150.9483;88.4307;41.6682;46.7625;92.9897;11.1167;0.0000;11.1167;0.0000;1.0000
2018-09-17T08:15:00.0/2018-09-17T08:30:00.0;165.6392;100.5822;49.9732;50.6090;101.6565;9.0413;0.0000;9.0413;0.0000;1.0000
2018-09-17T08:30:00.0/2018-09-17T08:45:00.0;179.6563;112.3934;58.3404;54.0530;109.4357;13.1399;0.0000;13.1399;0.0000;1.0000
2018-09-17T08:45:00.0/2018-09-17T09:00:00.0;192.9396;123.7472;66.6300;57.1172;116.3945;22.9137;0.5926;22.3211;1.0148;1.0000
2018-09-17T09:00:00.0/2018-09-17T09:15:00.0;205.4321;134.5454;74.7200;59.8254;122.6000;36.4663;1.0263;35.4399;1.7087;1.0000
2018-09-17T09:15:00.0/2018-09-17T09:30:00.0;217.0801;144.7042;82.5027;62.2014;128.1148;29.0052;0.0059;28.9993;0.0092;1.0000
2018-09-17T09:30:00.0/2018-09-17T09:45:00.0;227.8338;154.1514;89.8833;64.2681;132.9946;16.5195;0.0212;16.4983;0.0308;1.0000
2018-09-17T09:45:00.0/2018-09-17T10:00:00.0;237.6470;162.8248;96.7779;66.0469;137.2887;42.4098;0.3005;42.1093;0.4270;1.0000
2018-09-17T10:00:00.0/2018-09-17T10:15:00.0;246.4777;170.6702;103.1129;67.5573;141.0395;38.5832;0.0777;38.5055;0.1058;1.0000
2018-09-17T10:15:00.0/2018-09-17T10:30:00.0;254.2878;177.6413;108.8243;68.8170;144.2837;42.9656;0.0631;42.9025;0.0840;0.6667
2018-09-17T10:30:00.0/2018-09-17T10:45:00.0;261.0439;183.6870;113.8249;69.8621;147.0114;27.3495;0.0017;27.3478;0.0022;1.0000
2018-09-17T10:45:00.0/2018-09-17T11:00:00.0;266.7170;188.6408;117.6896;70.9513;148.7733;36.5220;0.0084;36.5136;0.0105;1.0000
2018-09-17T11:00:00.0/2018-09-17T11:15:00.0;271.2827;192.5770;120.6504;71.9266;149.9512;50.5191;0.0893;50.4298;0.1107;1.0000
2018-09-17T11:15:00.0/2018-09-17T11:30:00.0;274.7213;195.5179;122.8037;72.7142;150.7187;51.7975;0.2845;51.5131;0.3494;1.0000
2018-09-17T11:30:00.0/2018-09-17T11:45:00.0;277.0181;197.4479;124.1327;73.3152;151.0880;38.8237;0.0556;38.7681;0.0676;1.0000
2018-09-17T11:45:00.0/2018-09-17T12:00:00.0;278.1631;198.3561;124.6275;73.7286;151.0668;17.7303;0.0134;17.7169;0.0162;1.0000
2018-09-17T12:00:00.0/2018-09-17T12:15:00.0;278.1513;198.2372;124.2851;73.9521;150.6589;12.2126;0.0000;12.2126;0.0000;1.0000
2018-09-17T12:15:00.0/2018-09-17T12:30:00.0;276.9828;197.0912;123.1096;73.9816;149.8640;12.1338;0.0000;12.1338;0.0000;1.0000
2018-09-17T12:30:00.0/2018-09-17T12:45:00.0;274.6623;194.9232;121.1119;73.8112;148.6778;27.8895;0.0028;27.8867;0.0034;1.0000
2018-09-17T12:45:00.0/2018-09-17T13:00:00.0;271.1999;191.7437;118.3101;73.4336;147.0922;37.2612;0.0028;37.2584;0.0035;1.0000
2018-09-17T13:00:00.0/2018-09-17T13:15:00.0;266.6103;187.5688;114.7293;72.8396;145.0953;46.0381;0.1055;45.9326;0.1338;1.0000
2018-09-17T13:15:00.0/2018-09-17T13:30:00.0;260.9129;182.4202;110.4023;72.0180;142.6708;33.5318;0.0287;33.5031;0.0368;1.0000
2018-09-17T13:30:00.0/2018-09-17T13:45:00.0;254.1322;176.3054;105.3110;70.9944;139.7200;11.9268;0.0000;11.9268;0.0000;1.0000
2018-09-17T13:45:00.0/2018-09-17T14:00:00.0;246.2972;169.0209;98.8301;70.1908;135.2875;30.9516;0.0365;30.9151;0.0505;1.0000
2018-09-17T14:00:00.0/2018-09-17T14:15:00.0;237.4412;160.7881;91.5908;69.1973;130.0501;108.4436;48.1515;60.2920;68.8083;1.0000
2018-09-17T14:15:00.0/2018-09-17T14:30:00.0;227.6021;151.7364;83.9109;67.8255;124.2909;77.6600;13.5109;64.1491;19.7569;1.0000
2018-09-17T14:30:00.0/2018-09-17T14:45:00.0;216.8221;141.9251;75.8832;66.0419;117.9821;66.0262;2.6523;63.3739;4.1118;1.0000
2018-09-17T14:45:00.0/2018-09-17T15:00:00.0;205.1472;131.4242;67.6114;63.8128;111.0956;68.4540;4.9070;63.5471;8.1530;1.0000
2018-09-17T15:00:00.0/2018-09-17T15:15:00.0;192.6272;120.3161;59.2108;61.1053;103.6056;99.8577;30.8118;69.0459;54.2732;1.0000
2018-09-17T15:15:00.0/2018-09-17T15:30:00.0;179.3159;108.6981;50.8092;57.8889;95.4914;66.5012;11.6908;54.8103;21.6486;1.0000
2018-09-17T15:30:00.0/2018-09-17T15:45:00.0;165.2701;96.6862;42.5475;54.1388;86.7435;36.4386;0.1995;36.2391;0.4022;1.0000
2018-09-17T15:45:00.0/2018-09-17T16:00:00.0;150.5498;84.4199;34.5802;49.8397;77.3722;32.3274;0.1286;32.1987;0.2862;1.0000
2018-09-17T16:00:00.0/2018-09-17T16:15:00.0;135.2182;72.0676;27.0751;44.9925;67.4209;33.3078;1.4100;31.8979;3.5791;1.0000
2018-09-17T16:15:00.0/2018-09-17T16:30:00.0;119.3406;59.8324;20.2099;39.6225;56.9848;16.8715;0.3149;16.5566;0.8489;1.0000
2018-09-17T16:30:00.0/2018-09-17T16:45:00.0;102.9852;47.9723;14.1866;33.7857;46.3111;14.0864;0.0090;14.0774;0.0314;1.0000
2018-09-17T16:45:00.0/2018-09-17T17:00:00.0;86.2218;36.9257;9.3595;27.5662;36.4463;16.6804;0.0983;16.5821;0.3801;1.0000
2018-09-17T17:00:00.0/2018-09-17T17:15:00.0;69.1222;26.7514;5.5208;21.2305;26.7324;14.8527;0.2225;14.6302;1.1276;1.0000
2018-09-17T17:15:00.0/2018-09-17T17:30:00.0;51.7595;17.6702;2.6932;14.9770;17.2913;11.1622;0.0787;11.0835;0.4783;1.0000
2018-09-17T17:30:00.0/2018-09-17T17:45:00.0;34.2080;9.9785;0.9309;9.0476;8.8504;2.5577;0.0002;2.5574;0.0018;1.0000
2018-09-17T17:45:00.0/2018-09-17T18:00:00.0;16.5429;3.9541;0.1433;3.8108;2.4842;0.5451;0.0000;0.5451;0.0000;0.5333
